Customer ID,Store Name,Transaction Date,Department,Product Name,Quantity,Unit_price,Total amount,Discount Amount,Final Amount,Sales Size,Loyalty Points,Discount Status,Unit Price Status,Quantity Status,Customer Loyality Rating
2982,Supersave Central,15-02-2024,Household Items,Cheese,4,29,116,12,105,High Sales,240,Medium Discount,Medium,Medium Order,Medium Loyality
2983,Unknown,16-04-2025,Frozen Foods,Milk,2,15,30,3,28,Medium Sales,57,Low Discount,Medium,Medium Order,Low Loyality
2988,Familyfood Express,26-07-2024,Canned Goods,Cereal,4,2,8,0,9,Small Sales,442,No Discount,Low,Medium Order,Premium Loyality
2996,Corner Grocery,25-10-2024,Meat & Seafood,Orange Juice,5,17,85,8,76,High Sales,451,Medium Discount,Medium,Bulk Order,Premium Loyality
3002,Valueplus Market,21-06-2024,Dairy,Tomatoes,1,10,10,2,9,Small Sales,332,Low Discount,Medium,Small Order,Medium Loyality
3007,Valueplus Market,01-03-2024,Bakery,Salmon,1,25,25,3,23,Medium Sales,415,Low Discount,Medium,Small Order,Premium Loyality
3009,Familyfood Express,20-11-2023,Bakery,Potatoes,3,2,6,2,4,Small Sales,252,Low Discount,Low,Medium Order,Medium Loyality
3017,Valueplus Market,06-11-2024,Personal Care,Tomatoes,5,20,100,20,79,High Sales,144,Medium Discount,Medium,Bulk Order,Medium Loyality
3024,Supersave Central,25-07-2024,Meat & Seafood,Milk,2,4,8,3,5,Small Sales,98,Low Discount,Low,Medium Order,Low Loyality
3034,City Fresh Store,12-09-2024,Bakery,Bread,4,24,96,19,77,High Sales,314,Medium Discount,Medium,Medium Order,Medium Loyality
3035,Corner Grocery,28-07-2025,Produce,Chicken Breast,5,25,125,1,125,High Sales,329,Low Discount,Medium,Bulk Order,Medium Loyality
3037,Freshmart Downtown,05-08-2024,Snacks & Candy,Pasta,5,19,95,0,95,High Sales,304,No Discount,Medium,Bulk Order,Medium Loyality
3039,Familyfood Express,18-04-2025,Meat & Seafood,Carrots,4,24,96,10,86,High Sales,70,Medium Discount,Medium,Medium Order,Low Loyality
3041,City Fresh Store,16-02-2025,Bakery,Yogurt,5,9,45,9,35,Medium Sales,287,Medium Discount,Low,Bulk Order,Medium Loyality
3042,Greengrocer Plaza,15-03-2024,Household Items,Carrots,1,16,16,2,15,Small Sales,424,Low Discount,Medium,Small Order,Premium Loyality
3045,Corner Grocery,23-07-2025,Beverages,Milk,1,3,3,2,1,Small Sales,372,Low Discount,Low,Small Order,Medium Loyality
3060,Quickstop Market,14-11-2023,Dairy,Ground Beef,1,17,17,3,15,Small Sales,213,Low Discount,Medium,Small Order,Medium Loyality
3063,Familyfood Express,09-04-2025,Household Items,Eggs,4,29,116,12,105,High Sales,465,Medium Discount,Medium,Medium Order,Premium Loyality
3067,Quickstop Market,07-03-2024,Bakery,Bananas,1,2,2,0,2,Small Sales,320,No Discount,Low,Small Order,Medium Loyality
3068,Greengrocer Plaza,08-08-2024,Beverages,Orange Juice,1,24,24,2,22,Medium Sales,203,Low Discount,Medium,Small Order,Medium Loyality
3078,Freshmart Downtown,01-02-2025,Meat & Seafood,Cheese,1,17,17,3,13,Small Sales,390,Low Discount,Medium,Small Order,Medium Loyality
3085,Corner Grocery,03-01-2024,Beverages,Apples,3,26,78,3,76,High Sales,4,Low Discount,Medium,Medium Order,Low Loyality
3086,Quickstop Market,22-02-2025,Frozen Foods,Cheese,2,1,2,1,1,Small Sales,465,Low Discount,Low,Medium Order,Premium Loyality
3088,City Fresh Store,08-09-2023,Snacks & Candy,Cereal,2,15,30,2,29,Medium Sales,254,Low Discount,Medium,Medium Order,Medium Loyality
3091,Corner Grocery,02-12-2024,Snacks & Candy,Bananas,5,27,135,13,120,High Sales,230,Medium Discount,Medium,Bulk Order,Medium Loyality
3093,Megamart Westside,08-01-2025,Snacks & Candy,Cheese,2,16,32,5,27,Medium Sales,208,Low Discount,Medium,Medium Order,Medium Loyality
3102,Supersave Central,18-06-2025,Snacks & Candy,Chicken Breast,3,28,84,17,68,High Sales,156,Medium Discount,Medium,Medium Order,Medium Loyality
3110,Supersave Central,17-10-2023,Bakery,Carrots,3,15,45,1,45,Medium Sales,38,Low Discount,Medium,Medium Order,Low Loyality
3114,Greengrocer Plaza,08-07-2024,Dairy,Eggs,2,24,48,0,48,Medium Sales,98,No Discount,Medium,Medium Order,Low Loyality
3116,Familyfood Express,28-05-2024,Dairy,Milk,2,15,30,1,29,Medium Sales,9,Low Discount,Medium,Medium Order,Low Loyality
3126,City Fresh Store,24-11-2024,Meat & Seafood,Ground Beef,2,24,48,7,41,Medium Sales,30,Medium Discount,Medium,Medium Order,Low Loyality
3131,City Fresh Store,12-10-2024,Beverages,Ground Beef,2,5,10,2,9,Small Sales,458,Low Discount,Low,Medium Order,Premium Loyality
3139,Greengrocer Plaza,19-10-2024,Canned Goods,Pasta,1,12,12,4,9,Small Sales,456,Low Discount,Medium,Small Order,Premium Loyality
3141,Quickstop Market,06-02-2024,Beverages,Yogurt,3,2,6,1,4,Small Sales,139,Low Discount,Low,Medium Order,Medium Loyality
3142,Supersave Central,19-03-2025,Canned Goods,Salmon,4,14,56,0,57,High Sales,42,No Discount,Medium,Medium Order,Low Loyality
3143,Greengrocer Plaza,13-12-2024,Produce,Ground Beef,4,20,80,1,77,High Sales,318,Low Discount,Medium,Medium Order,Medium Loyality
3144,Corner Grocery,09-01-2025,Personal Care,Ground Beef,5,17,85,3,83,High Sales,342,Low Discount,Medium,Bulk Order,Medium Loyality
3146,Familyfood Express,27-07-2025,Bakery,Rice,4,6,24,5,20,Medium Sales,349,Low Discount,Low,Medium Order,Medium Loyality
3147,Valueplus Market,12-11-2024,Health & Wellness,Rice,2,15,30,0,30,Medium Sales,68,No Discount,Medium,Medium Order,Low Loyality
3153,Supersave Central,16-10-2023,Beverages,Bananas,2,4,8,1,6,Small Sales,7,Low Discount,Low,Medium Order,Low Loyality
3161,Quickstop Market,08-09-2024,Snacks & Candy,Cheese,5,28,140,21,117,High Sales,66,High Discount,Medium,Bulk Order,Low Loyality
3165,Freshmart Downtown,12-08-2024,Canned Goods,Potatoes,2,3,6,0,6,Small Sales,181,No Discount,Low,Medium Order,Medium Loyality
3170,Megamart Westside,31-07-2025,Health & Wellness,Cereal,2,14,28,0,27,Medium Sales,240,No Discount,Medium,Medium Order,Medium Loyality
3174,Greengrocer Plaza,16-02-2024,Produce,Orange Juice,2,4,8,1,7,Small Sales,33,Low Discount,Low,Medium Order,Low Loyality
3181,Corner Grocery,17-12-2024,Beverages,Eggs,3,6,18,4,15,Small Sales,159,Low Discount,Low,Medium Order,Medium Loyality
3184,Supersave Central,20-04-2025,Produce,Pasta,5,28,140,21,119,High Sales,296,High Discount,Medium,Bulk Order,Medium Loyality
3187,Freshmart Downtown,13-12-2024,Household Items,Potatoes,1,22,22,3,20,Medium Sales,78,Low Discount,Medium,Small Order,Low Loyality
3188,Supersave Central,12-08-2024,Produce,Eggs,3,5,15,3,12,Small Sales,125,Low Discount,Low,Medium Order,Medium Loyality
3194,City Fresh Store,22-06-2025,Produce,Tomatoes,4,26,104,3,100,High Sales,388,Low Discount,Medium,Medium Order,Medium Loyality
3198,Valueplus Market,29-05-2025,Beverages,Carrots,5,8,40,6,36,Medium Sales,436,Medium Discount,Low,Bulk Order,Premium Loyality
3200,Corner Grocery,28-02-2024,Personal Care,Orange Juice,1,12,12,2,10,Small Sales,92,Low Discount,Medium,Small Order,Low Loyality
3209,Megamart Westside,25-09-2023,Beverages,Cheese,1,6,6,1,5,Small Sales,371,Low Discount,Low,Small Order,Medium Loyality
3218,Valueplus Market,23-03-2025,Meat & Seafood,Tomatoes,2,11,22,0,22,Medium Sales,487,No Discount,Medium,Medium Order,Premium Loyality
3230,Greengrocer Plaza,27-03-2024,Bakery,Pasta,2,9,18,3,14,Small Sales,52,Low Discount,Low,Medium Order,Low Loyality
3236,Corner Grocery,08-06-2025,Personal Care,Onions,1,10,10,2,8,Small Sales,383,Low Discount,Medium,Small Order,Medium Loyality
3240,Corner Grocery,06-12-2024,Personal Care,Cheese,4,8,32,3,30,Medium Sales,366,Low Discount,Low,Medium Order,Medium Loyality
3245,Megamart Westside,11-02-2025,Health & Wellness,Cereal,3,25,75,0,74,High Sales,481,No Discount,Medium,Medium Order,Premium Loyality
3248,Valueplus Market,22-03-2025,Produce,Tomatoes,2,10,20,0,19,Medium Sales,199,No Discount,Medium,Medium Order,Medium Loyality
3252,Valueplus Market,11-08-2023,Beverages,Eggs,3,23,69,4,64,High Sales,399,Low Discount,Medium,Medium Order,Medium Loyality
3255,Valueplus Market,21-09-2024,Bakery,Eggs,3,17,51,5,45,High Sales,86,Low Discount,Medium,Medium Order,Low Loyality
3258,Greengrocer Plaza,26-10-2024,Canned Goods,Ground Beef,3,7,21,4,17,Medium Sales,76,Low Discount,Low,Medium Order,Low Loyality
3262,Supersave Central,12-09-2024,Dairy,Cereal,1,22,22,2,20,Medium Sales,441,Low Discount,Medium,Small Order,Premium Loyality
3267,Quickstop Market,02-12-2023,Bakery,Bread,1,9,9,0,9,Small Sales,194,No Discount,Low,Small Order,Medium Loyality
3273,Familyfood Express,18-03-2025,Snacks & Candy,Apples,4,24,96,14,82,High Sales,14,Medium Discount,Medium,Medium Order,Low Loyality
3274,City Fresh Store,02-03-2024,Canned Goods,Potatoes,5,4,20,4,17,Medium Sales,159,Low Discount,Low,Bulk Order,Medium Loyality
3275,Greengrocer Plaza,06-02-2024,Household Items,Cheese,2,26,52,5,47,High Sales,403,Low Discount,Medium,Medium Order,Premium Loyality
3281,Familyfood Express,07-04-2025,Bakery,Rice,2,13,26,5,21,Medium Sales,138,Low Discount,Medium,Medium Order,Medium Loyality
3290,Megamart Westside,11-09-2023,Meat & Seafood,Eggs,3,12,36,7,28,Medium Sales,298,Medium Discount,Medium,Medium Order,Medium Loyality
3292,Valueplus Market,11-04-2025,Personal Care,Tomatoes,4,11,44,0,45,Medium Sales,205,No Discount,Medium,Medium Order,Medium Loyality
3293,Valueplus Market,16-02-2025,Snacks & Candy,Carrots,1,6,6,0,6,Small Sales,77,No Discount,Low,Small Order,Low Loyality
3296,Supersave Central,29-06-2024,Dairy,Rice,3,23,69,14,54,High Sales,89,Medium Discount,Medium,Medium Order,Low Loyality
3303,Valueplus Market,11-08-2024,Dairy,Bananas,1,4,4,5,-1,Small Sales,151,Low Discount,Low,Small Order,Medium Loyality
3308,Familyfood Express,21-10-2023,Canned Goods,Ground Beef,2,4,8,2,5,Small Sales,215,Low Discount,Low,Medium Order,Medium Loyality
3316,Supersave Central,06-09-2024,Canned Goods,Eggs,5,26,130,13,116,High Sales,160,Medium Discount,Medium,Bulk Order,Medium Loyality
3317,Valueplus Market,19-07-2025,Household Items,Milk,4,4,16,2,16,Small Sales,129,Low Discount,Low,Medium Order,Medium Loyality
3321,Corner Grocery,03-05-2024,Personal Care,Tomatoes,1,5,5,1,4,Small Sales,172,Low Discount,Low,Small Order,Medium Loyality
3324,Megamart Westside,04-03-2025,Frozen Foods,Rice,2,2,4,0,4,Small Sales,472,No Discount,Low,Medium Order,Premium Loyality
3329,Familyfood Express,28-10-2024,Frozen Foods,Apples,3,11,33,0,32,Medium Sales,498,No Discount,Medium,Medium Order,Premium Loyality
3330,Megamart Westside,01-10-2023,Frozen Foods,Eggs,1,12,12,2,10,Small Sales,301,Low Discount,Medium,Small Order,Medium Loyality
3332,Valueplus Market,09-02-2025,Produce,Rice,1,7,7,1,6,Small Sales,92,Low Discount,Low,Small Order,Low Loyality
3339,Valueplus Market,27-05-2025,Dairy,Yogurt,5,17,85,3,80,High Sales,387,Low Discount,Medium,Bulk Order,Medium Loyality
3340,Corner Grocery,29-09-2023,Frozen Foods,Potatoes,1,6,6,1,5,Small Sales,205,Low Discount,Low,Small Order,Medium Loyality
3344,Familyfood Express,03-02-2024,Bakery,Ground Beef,5,11,55,5,52,High Sales,398,Low Discount,Medium,Bulk Order,Medium Loyality
3347,City Fresh Store,19-10-2024,Health & Wellness,Bread,5,24,120,18,103,High Sales,159,Medium Discount,Medium,Bulk Order,Medium Loyality
3352,City Fresh Store,20-03-2024,Canned Goods,Eggs,2,26,52,8,44,High Sales,410,Medium Discount,Medium,Medium Order,Premium Loyality
3353,Greengrocer Plaza,05-04-2024,Dairy,Carrots,3,13,39,8,31,Medium Sales,84,Medium Discount,Medium,Medium Order,Low Loyality
3361,Megamart Westside,20-06-2024,Beverages,Bread,2,12,24,2,22,Medium Sales,67,Low Discount,Medium,Medium Order,Low Loyality
3362,Quickstop Market,13-03-2025,Bakery,Cereal,2,24,48,10,39,Medium Sales,500,Medium Discount,Medium,Medium Order,Premium Loyality
3363,Corner Grocery,08-01-2024,Beverages,Chicken Breast,2,3,6,2,4,Small Sales,43,Low Discount,Low,Medium Order,Low Loyality
3365,Corner Grocery,23-04-2025,Bakery,Potatoes,1,11,11,2,9,Small Sales,416,Low Discount,Medium,Small Order,Premium Loyality
3369,Quickstop Market,30-05-2024,Household Items,Bread,3,23,69,7,63,High Sales,224,Medium Discount,Medium,Medium Order,Medium Loyality
3370,Freshmart Downtown,15-11-2023,Canned Goods,Bread,4,5,20,0,20,Medium Sales,433,No Discount,Low,Medium Order,Premium Loyality
3390,Megamart Westside,19-08-2023,Produce,Chicken Breast,5,21,105,0,103,High Sales,378,No Discount,Medium,Bulk Order,Medium Loyality
3392,Supersave Central,21-11-2023,Household Items,Chicken Breast,1,22,22,0,22,Medium Sales,222,No Discount,Medium,Small Order,Medium Loyality
3396,City Fresh Store,09-02-2025,Snacks & Candy,Onions,4,5,20,3,17,Medium Sales,308,Low Discount,Low,Medium Order,Medium Loyality
3399,Corner Grocery,19-03-2024,Personal Care,Ground Beef,3,19,57,6,52,High Sales,44,Medium Discount,Medium,Medium Order,Low Loyality
3417,Valueplus Market,28-12-2024,Beverages,Ground Beef,2,10,20,2,17,Medium Sales,362,Low Discount,Medium,Medium Order,Medium Loyality
3419,Valueplus Market,06-02-2024,Household Items,Yogurt,1,19,19,5,14,Small Sales,171,Low Discount,Medium,Small Order,Medium Loyality
3426,Megamart Westside,05-07-2024,Produce,Cereal,3,5,15,1,12,Small Sales,188,Low Discount,Low,Medium Order,Medium Loyality
3430,City Fresh Store,27-09-2023,Personal Care,Potatoes,4,24,96,0,98,High Sales,452,No Discount,Medium,Medium Order,Premium Loyality
3434,Corner Grocery,18-07-2024,Frozen Foods,Orange Juice,2,21,42,4,37,Medium Sales,169,Low Discount,Medium,Medium Order,Medium Loyality
3439,Greengrocer Plaza,10-02-2024,Household Items,Bananas,2,13,26,4,21,Medium Sales,385,Low Discount,Medium,Medium Order,Medium Loyality
3441,City Fresh Store,12-07-2025,Snacks & Candy,Bananas,1,16,16,5,12,Small Sales,374,Low Discount,Medium,Small Order,Medium Loyality
3442,Supersave Central,03-10-2024,Health & Wellness,Salmon,4,19,76,4,73,High Sales,415,Low Discount,Medium,Medium Order,Premium Loyality
3444,Corner Grocery,28-04-2025,Produce,Tomatoes,3,21,63,9,54,High Sales,25,Medium Discount,Medium,Medium Order,Low Loyality
3449,Corner Grocery,06-10-2024,Health & Wellness,Orange Juice,2,29,58,2,56,High Sales,286,Low Discount,Medium,Medium Order,Medium Loyality
3458,Supersave Central,24-12-2023,Bakery,Chicken Breast,1,12,12,2,10,Small Sales,76,Low Discount,Medium,Small Order,Low Loyality
3463,Familyfood Express,21-04-2024,Frozen Foods,Eggs,2,5,10,0,10,Small Sales,40,No Discount,Low,Medium Order,Low Loyality
3471,Quickstop Market,24-09-2023,Meat & Seafood,Cheese,4,5,20,4,16,Medium Sales,300,Low Discount,Low,Medium Order,Medium Loyality
3474,Freshmart Downtown,14-08-2023,Meat & Seafood,Bananas,3,23,69,11,60,High Sales,290,Medium Discount,Medium,Medium Order,Medium Loyality
3480,Valueplus Market,21-07-2025,Dairy,Rice,3,4,12,3,9,Small Sales,349,Low Discount,Low,Medium Order,Medium Loyality
3481,Supersave Central,22-06-2024,Health & Wellness,Tomatoes,2,2,4,0,4,Small Sales,123,No Discount,Low,Medium Order,Medium Loyality
3492,Megamart Westside,25-08-2024,Beverages,Potatoes,5,1,5,1,5,Small Sales,451,Low Discount,Low,Bulk Order,Premium Loyality
3496,Valueplus Market,08-02-2024,Frozen Foods,Orange Juice,4,29,116,0,114,High Sales,167,No Discount,Medium,Medium Order,Medium Loyality
3497,Supersave Central,06-01-2024,Household Items,Chicken Breast,5,4,20,2,17,Medium Sales,104,Low Discount,Low,Bulk Order,Medium Loyality
3500,Valueplus Market,21-01-2025,Canned Goods,Salmon,1,9,9,1,8,Small Sales,80,Low Discount,Low,Small Order,Low Loyality
3501,Corner Grocery,09-03-2024,Produce,Yogurt,2,11,22,0,22,Medium Sales,455,No Discount,Medium,Medium Order,Premium Loyality
3503,Megamart Westside,05-02-2025,Frozen Foods,Chicken Breast,2,4,8,3,4,Small Sales,220,Low Discount,Low,Medium Order,Medium Loyality
3504,Familyfood Express,19-03-2025,Canned Goods,Orange Juice,3,16,48,1,46,Medium Sales,216,Low Discount,Medium,Medium Order,Medium Loyality
3506,Quickstop Market,10-07-2024,Personal Care,Bread,3,22,66,6,58,High Sales,295,Medium Discount,Medium,Medium Order,Medium Loyality
3507,Valueplus Market,30-03-2024,Snacks & Candy,Carrots,3,15,45,7,39,Medium Sales,237,Medium Discount,Medium,Medium Order,Medium Loyality
3509,Corner Grocery,25-07-2024,Meat & Seafood,Apples,4,23,92,9,81,High Sales,383,Medium Discount,Medium,Medium Order,Medium Loyality
3513,Corner Grocery,15-01-2025,Canned Goods,Pasta,4,28,112,2,111,High Sales,460,Low Discount,Medium,Medium Order,Premium Loyality
3522,Greengrocer Plaza,28-08-2024,Bakery,Yogurt,4,25,100,0,101,High Sales,105,No Discount,Medium,Medium Order,Medium Loyality
3525,Megamart Westside,12-02-2025,Beverages,Bread,2,10,20,0,20,Medium Sales,348,No Discount,Medium,Medium Order,Medium Loyality
3526,City Fresh Store,17-12-2023,Canned Goods,Bread,3,26,78,15,61,High Sales,219,Medium Discount,Medium,Medium Order,Medium Loyality
3527,City Fresh Store,03-03-2025,Personal Care,Yogurt,2,2,4,3,2,Small Sales,352,Low Discount,Low,Medium Order,Medium Loyality
3529,Valueplus Market,04-10-2023,Health & Wellness,Cheese,2,19,38,3,34,Medium Sales,90,Low Discount,Medium,Medium Order,Low Loyality
3531,Greengrocer Plaza,24-06-2025,Beverages,Milk,5,13,65,3,60,High Sales,43,Low Discount,Medium,Bulk Order,Low Loyality
3532,City Fresh Store,26-07-2025,Canned Goods,Orange Juice,4,23,92,2,90,High Sales,293,Low Discount,Medium,Medium Order,Medium Loyality
3535,Supersave Central,29-12-2024,Beverages,Onions,3,12,36,7,30,Medium Sales,295,Medium Discount,Medium,Medium Order,Medium Loyality
3538,Valueplus Market,05-10-2023,Frozen Foods,Eggs,4,4,16,2,15,Small Sales,128,Low Discount,Low,Medium Order,Medium Loyality
3541,Greengrocer Plaza,08-03-2024,Dairy,Salmon,5,5,25,3,19,Medium Sales,72,Low Discount,Low,Bulk Order,Low Loyality
3545,Valueplus Market,26-09-2024,Health & Wellness,Milk,1,24,24,5,19,Medium Sales,43,Low Discount,Medium,Small Order,Low Loyality
3546,Supersave Central,05-03-2024,Household Items,Apples,4,2,8,1,8,Small Sales,186,Low Discount,Low,Medium Order,Medium Loyality
3577,Quickstop Market,21-02-2024,Frozen Foods,Apples,1,3,3,0,3,Small Sales,252,No Discount,Low,Small Order,Medium Loyality
3578,Supersave Central,20-05-2024,Personal Care,Milk,3,30,90,5,84,High Sales,495,Low Discount,Medium,Medium Order,Premium Loyality
3579,Megamart Westside,14-03-2025,Personal Care,Milk,1,28,28,3,25,Medium Sales,326,Low Discount,Medium,Small Order,Medium Loyality
3580,Familyfood Express,09-02-2025,Dairy,Potatoes,2,29,58,9,49,High Sales,426,Medium Discount,Medium,Medium Order,Premium Loyality
3582,City Fresh Store,25-04-2025,Snacks & Candy,Onions,1,13,13,0,13,Small Sales,300,No Discount,Medium,Small Order,Medium Loyality
3587,Corner Grocery,18-06-2024,Meat & Seafood,Chicken Breast,1,24,24,4,20,Medium Sales,64,Low Discount,Medium,Small Order,Low Loyality
3588,Familyfood Express,14-07-2024,Canned Goods,Cheese,4,22,88,0,87,High Sales,20,No Discount,Medium,Medium Order,Low Loyality
3591,Freshmart Downtown,24-07-2024,Household Items,Eggs,2,5,10,5,5,Small Sales,342,Low Discount,Low,Medium Order,Medium Loyality
3594,Valueplus Market,04-04-2024,Personal Care,Tomatoes,1,11,11,0,11,Small Sales,452,No Discount,Medium,Small Order,Premium Loyality
3600,Supersave Central,15-05-2024,Household Items,Milk,2,10,20,3,17,Medium Sales,449,Low Discount,Medium,Medium Order,Premium Loyality
3607,Quickstop Market,06-03-2025,Personal Care,Rice,1,16,16,3,12,Small Sales,357,Low Discount,Medium,Small Order,Medium Loyality
3608,City Fresh Store,09-04-2025,Health & Wellness,Carrots,3,5,15,3,11,Small Sales,424,Low Discount,Low,Medium Order,Premium Loyality
3610,Greengrocer Plaza,28-08-2024,Household Items,Cereal,4,21,84,12,70,High Sales,497,Medium Discount,Medium,Medium Order,Premium Loyality
3615,Megamart Westside,30-01-2025,Dairy,Rice,4,6,24,4,18,Medium Sales,1,Low Discount,Low,Medium Order,Low Loyality
3616,Megamart Westside,29-04-2025,Meat & Seafood,Bananas,4,20,80,16,64,High Sales,6,Medium Discount,Medium,Medium Order,Low Loyality
3621,Quickstop Market,13-04-2025,Bakery,Pasta,5,15,75,8,68,High Sales,122,Medium Discount,Medium,Bulk Order,Medium Loyality
3623,Megamart Westside,20-04-2024,Personal Care,Tomatoes,4,28,112,17,95,High Sales,6,Medium Discount,Medium,Medium Order,Low Loyality
3626,Familyfood Express,05-03-2024,Snacks & Candy,Yogurt,2,4,8,1,7,Small Sales,109,Low Discount,Low,Medium Order,Medium Loyality
3634,City Fresh Store,19-04-2024,Canned Goods,Orange Juice,1,25,25,4,21,Medium Sales,432,Low Discount,Medium,Small Order,Premium Loyality
3646,Megamart Westside,28-09-2024,Meat & Seafood,Potatoes,2,11,22,3,19,Medium Sales,132,Low Discount,Medium,Medium Order,Medium Loyality
3655,Freshmart Downtown,02-05-2025,Personal Care,Yogurt,3,14,42,0,43,Medium Sales,123,No Discount,Medium,Medium Order,Medium Loyality
3658,Valueplus Market,25-12-2023,Meat & Seafood,Carrots,1,12,12,4,9,Small Sales,253,Low Discount,Medium,Small Order,Medium Loyality
3661,Corner Grocery,18-10-2024,Bakery,Eggs,5,8,40,0,40,Medium Sales,465,No Discount,Low,Bulk Order,Premium Loyality
3662,Valueplus Market,19-04-2025,Snacks & Candy,Onions,1,9,9,2,7,Small Sales,133,Low Discount,Low,Small Order,Medium Loyality
3683,Familyfood Express,04-04-2024,Snacks & Candy,Bread,1,1,1,0,1,Small Sales,244,No Discount,Low,Small Order,Medium Loyality
3688,Quickstop Market,13-07-2024,Produce,Orange Juice,1,29,29,6,23,Medium Sales,96,Medium Discount,Medium,Small Order,Low Loyality
3692,Quickstop Market,29-07-2025,Frozen Foods,Bananas,4,7,28,0,28,Medium Sales,400,No Discount,Low,Medium Order,Premium Loyality
3695,Quickstop Market,22-02-2024,Household Items,Chicken Breast,4,24,96,4,91,High Sales,4,Low Discount,Medium,Medium Order,Low Loyality
3697,Megamart Westside,10-12-2023,Personal Care,Potatoes,4,15,60,0,59,High Sales,297,No Discount,Medium,Medium Order,Medium Loyality
3704,Greengrocer Plaza,20-05-2025,Health & Wellness,Apples,2,16,32,5,27,Medium Sales,282,Low Discount,Medium,Medium Order,Medium Loyality
3705,Familyfood Express,28-02-2024,Frozen Foods,Bread,2,8,16,3,13,Small Sales,282,Low Discount,Low,Medium Order,Medium Loyality
3711,Familyfood Express,16-09-2023,Frozen Foods,Potatoes,3,11,33,6,26,Medium Sales,224,Medium Discount,Medium,Medium Order,Medium Loyality
3712,Quickstop Market,17-02-2025,Canned Goods,Milk,1,18,18,3,15,Small Sales,65,Low Discount,Medium,Small Order,Low Loyality
3725,Valueplus Market,27-01-2025,Frozen Foods,Yogurt,1,24,24,2,22,Medium Sales,261,Low Discount,Medium,Small Order,Medium Loyality
3733,City Fresh Store,21-08-2024,Meat & Seafood,Milk,5,9,45,0,44,Medium Sales,142,No Discount,Low,Bulk Order,Medium Loyality
3734,Quickstop Market,18-05-2024,Bakery,Cheese,3,25,75,1,74,High Sales,376,Low Discount,Medium,Medium Order,Medium Loyality
3740,Valueplus Market,10-10-2023,Beverages,Cheese,3,8,24,3,19,Medium Sales,134,Low Discount,Low,Medium Order,Medium Loyality
3754,Valueplus Market,05-10-2023,Snacks & Candy,Potatoes,1,14,14,4,10,Small Sales,123,Low Discount,Medium,Small Order,Medium Loyality
3756,City Fresh Store,26-02-2025,Produce,Orange Juice,2,15,30,4,25,Medium Sales,370,Low Discount,Medium,Medium Order,Medium Loyality
3762,Unknown,08-11-2024,Bakery,Yogurt,4,8,32,0,31,Medium Sales,300,No Discount,Low,Medium Order,Medium Loyality
3780,City Fresh Store,30-12-2024,Produce,Salmon,2,16,32,3,29,Medium Sales,233,Low Discount,Medium,Medium Order,Medium Loyality
3803,Quickstop Market,24-09-2024,Produce,Bananas,3,23,69,14,56,High Sales,326,Medium Discount,Medium,Medium Order,Medium Loyality
3807,Freshmart Downtown,10-10-2023,Frozen Foods,Pasta,1,30,30,4,25,Medium Sales,394,Low Discount,Medium,Small Order,Medium Loyality
3815,Quickstop Market,20-04-2025,Canned Goods,Salmon,1,4,4,1,3,Small Sales,26,Low Discount,Low,Small Order,Low Loyality
3826,Familyfood Express,30-04-2025,Frozen Foods,Chicken Breast,3,20,60,0,59,High Sales,37,No Discount,Medium,Medium Order,Low Loyality
3827,Valueplus Market,06-09-2023,Beverages,Ground Beef,1,24,24,4,20,Medium Sales,78,Low Discount,Medium,Small Order,Low Loyality
3828,Supersave Central,05-07-2025,Dairy,Eggs,1,5,5,4,1,Small Sales,477,Low Discount,Low,Small Order,Premium Loyality
3830,City Fresh Store,21-03-2025,Produce,Salmon,1,25,25,2,24,Medium Sales,308,Low Discount,Medium,Small Order,Medium Loyality
3837,Valueplus Market,29-07-2024,Frozen Foods,Orange Juice,5,6,30,6,24,Medium Sales,500,Medium Discount,Low,Bulk Order,Premium Loyality
3838,Valueplus Market,11-10-2024,Bakery,Ground Beef,3,24,72,14,58,High Sales,93,Medium Discount,Medium,Medium Order,Low Loyality
3842,Megamart Westside,16-11-2024,Bakery,Onions,1,20,20,0,20,Medium Sales,377,No Discount,Medium,Small Order,Medium Loyality
3848,Freshmart Downtown,31-08-2023,Frozen Foods,Apples,2,11,22,4,17,Medium Sales,349,Low Discount,Medium,Medium Order,Medium Loyality
3851,Supersave Central,27-11-2024,Produce,Cereal,3,17,51,10,42,High Sales,387,Medium Discount,Medium,Medium Order,Medium Loyality
3852,Valueplus Market,14-04-2025,Bakery,Bread,5,19,95,0,95,High Sales,391,No Discount,Medium,Bulk Order,Medium Loyality
3854,Quickstop Market,29-02-2024,Beverages,Tomatoes,3,23,69,14,56,High Sales,146,Medium Discount,Medium,Medium Order,Medium Loyality
3858,Freshmart Downtown,31-10-2023,Snacks & Candy,Bananas,3,29,87,17,69,High Sales,113,Medium Discount,Medium,Medium Order,Medium Loyality
3868,Quickstop Market,07-10-2023,Bakery,Rice,1,13,13,3,9,Small Sales,383,Low Discount,Medium,Small Order,Medium Loyality
3869,Freshmart Downtown,05-12-2024,Canned Goods,Bananas,1,15,15,0,15,Small Sales,424,No Discount,Medium,Small Order,Premium Loyality
3870,Greengrocer Plaza,06-08-2024,Snacks & Candy,Potatoes,5,21,105,15,88,High Sales,92,Medium Discount,Medium,Bulk Order,Low Loyality
